Epoch,Type,Metric,Algorithm,Value
9,Test set,Accuracy,RAdam,85.0
10,Train set,Average loss,RAdam,0.3567
10,Train set,Accuracy,RAdam,88.0
10,Test set,Average loss,RAdam,0.4156
10,Test set,Accuracy,RAdam,85.0
11,Train set,Average loss,RAdam,0.5677
11,Train set,Accuracy,RAdam,88.0
11,Test set,Average loss,RAdam,0.4281
11,Test set,Accuracy,RAdam,86.0
12,Train set,Average loss,RAdam,0.363
12,Train set,Accuracy,RAdam,88.0
12,Test set,Average loss,RAdam,0.4865
12,Test set,Accuracy,RAdam,85.0
13,Train set,Average loss,RAdam,0.2295
13,Train set,Accuracy,RAdam,88.0
13,Test set,Average loss,RAdam,0.4259
13,Test set,Accuracy,RAdam,86.0
14,Train set,Average loss,RAdam,0.6751
14,Train set,Accuracy,RAdam,88.0
14,Test set,Average loss,RAdam,0.538
14,Test set,Accuracy,RAdam,85.0
15,Train set,Average loss,RAdam,0.5705
15,Train set,Accuracy,RAdam,88.0
15,Test set,Average loss,RAdam,0.4751
15,Test set,Accuracy,RAdam,85.0
16,Train set,Average loss,RAdam,0.2831
16,Train set,Accuracy,RAdam,88.0
16,Test set,Average loss,RAdam,0.2684
16,Test set,Accuracy,RAdam,87.0
17,Train set,Average loss,RAdam,0.2756
17,Train set,Accuracy,RAdam,88.0
17,Test set,Average loss,RAdam,0.4505
17,Test set,Accuracy,RAdam,86.0
18,Train set,Average loss,RAdam,0.5051
18,Train set,Accuracy,RAdam,88.0
18,Test set,Average loss,RAdam,0.5801
18,Test set,Accuracy,RAdam,86.0
19,Train set,Average loss,RAdam,0.6895
19,Train set,Accuracy,RAdam,89.0
19,Test set,Average loss,RAdam,0.3571
19,Test set,Accuracy,RAdam,86.0
20,Train set,Average loss,RAdam,0.22
20,Train set,Accuracy,RAdam,89.0
20,Test set,Average loss,RAdam,0.3359
20,Test set,Accuracy,RAdam,87.0
21,Train set,Average loss,RAdam,0.656
21,Train set,Accuracy,RAdam,89.0
21,Test set,Average loss,RAdam,0.4779
21,Test set,Accuracy,RAdam,85.0
22,Train set,Average loss,RAdam,0.1635
22,Train set,Accuracy,RAdam,89.0
22,Test set,Average loss,RAdam,0.4559
22,Test set,Accuracy,RAdam,86.0
23,Train set,Average loss,RAdam,0.3487
23,Train set,Accuracy,RAdam,89.0
23,Test set,Average loss,RAdam,0.413
23,Test set,Accuracy,RAdam,85.0
24,Train set,Average loss,RAdam,0.1995
24,Train set,Accuracy,RAdam,89.0
24,Test set,Average loss,RAdam,0.4777
24,Test set,Accuracy,RAdam,86.0
25,Train set,Average loss,RAdam,0.1253
25,Train set,Accuracy,RAdam,89.0
25,Test set,Average loss,RAdam,0.4167
25,Test set,Accuracy,RAdam,85.0
26,Train set,Average loss,RAdam,0.2624
26,Train set,Accuracy,RAdam,89.0
26,Test set,Average loss,RAdam,1.3367
26,Test set,Accuracy,RAdam,86.0
27,Train set,Average loss,RAdam,0.5579
27,Train set,Accuracy,RAdam,89.0
27,Test set,Average loss,RAdam,0.4486
27,Test set,Accuracy,RAdam,86.0
28,Train set,Average loss,RAdam,0.4529
28,Train set,Accuracy,RAdam,89.0
28,Test set,Average loss,RAdam,0.6631
28,Test set,Accuracy,RAdam,85.0
29,Train set,Average loss,RAdam,0.4664
29,Train set,Accuracy,RAdam,89.0
29,Test set,Average loss,RAdam,0.5498
29,Test set,Accuracy,RAdam,86.0
30,Train set,Average loss,RAdam,0.5889
30,Train set,Accuracy,RAdam,89.0
30,Test set,Average loss,RAdam,0.5296
30,Test set,Accuracy,RAdam,85.0
1,Train set,Average loss,RMSprop,0.3251
1,Train set,Accuracy,RMSprop,77.0
1,Test set,Average loss,RMSprop,0.5109
1,Test set,Accuracy,RMSprop,82.0
2,Train set,Average loss,RMSprop,0.484
2,Train set,Accuracy,RMSprop,82.0
2,Test set,Average loss,RMSprop,0.499
2,Test set,Accuracy,RMSprop,81.0
3,Train set,Average loss,RMSprop,0.6414
3,Train set,Accuracy,RMSprop,84.0
3,Test set,Average loss,RMSprop,0.5486
3,Test set,Accuracy,RMSprop,81.0
4,Train set,Average loss,RMSprop,0.6254
4,Train set,Accuracy,RMSprop,85.0
4,Test set,Average loss,RMSprop,0.6467
4,Test set,Accuracy,RMSprop,79.0
5,Train set,Average loss,RMSprop,0.2727
5,Train set,Accuracy,RMSprop,85.0
5,Test set,Average loss,RMSprop,0.4975
5,Test set,Accuracy,RMSprop,82.0
6,Train set,Average loss,RMSprop,0.2939
6,Train set,Accuracy,RMSprop,86.0
6,Test set,Average loss,RMSprop,0.6107
6,Test set,Accuracy,RMSprop,80.0
7,Train set,Average loss,RMSprop,0.2997
7,Train set,Accuracy,RMSprop,86.0
7,Test set,Average loss,RMSprop,0.4517
7,Test set,Accuracy,RMSprop,83.0
8,Train set,Average loss,RMSprop,0.3331
8,Train set,Accuracy,RMSprop,86.0
8,Test set,Average loss,RMSprop,0.6268
8,Test set,Accuracy,RMSprop,83.0
9,Train set,Average loss,RMSprop,0.4732
9,Train set,Accuracy,RMSprop,86.0
9,Test set,Average loss,RMSprop,0.4917
9,Test set,Accuracy,RMSprop,84.0
10,Train set,Average loss,RMSprop,0.217
10,Train set,Accuracy,RMSprop,86.0
10,Test set,Average loss,RMSprop,0.4815
10,Test set,Accuracy,RMSprop,85.0
11,Train set,Average loss,RMSprop,0.4783
11,Train set,Accuracy,RMSprop,87.0
11,Test set,Average loss,RMSprop,0.8
11,Test set,Accuracy,RMSprop,78.0
12,Train set,Average loss,RMSprop,0.5086
12,Train set,Accuracy,RMSprop,86.0
12,Test set,Average loss,RMSprop,0.4832
12,Test set,Accuracy,RMSprop,84.0
13,Train set,Average loss,RMSprop,0.3186
13,Train set,Accuracy,RMSprop,87.0
13,Test set,Average loss,RMSprop,0.4566
13,Test set,Accuracy,RMSprop,85.0
14,Train set,Average loss,RMSprop,0.7616
14,Train set,Accuracy,RMSprop,87.0
14,Test set,Average loss,RMSprop,0.7506
14,Test set,Accuracy,RMSprop,84.0
15,Train set,Average loss,RMSprop,0.7456
15,Train set,Accuracy,RMSprop,87.0
15,Test set,Average loss,RMSprop,0.6209
15,Test set,Accuracy,RMSprop,81.0
16,Train set,Average loss,RMSprop,0.5018
16,Train set,Accuracy,RMSprop,87.0
16,Test set,Average loss,RMSprop,0.3169
16,Test set,Accuracy,RMSprop,86.0
17,Train set,Average loss,RMSprop,0.2792
17,Train set,Accuracy,RMSprop,87.0
17,Test set,Average loss,RMSprop,0.6008
17,Test set,Accuracy,RMSprop,84.0
18,Train set,Average loss,RMSprop,0.5167
18,Train set,Accuracy,RMSprop,87.0
18,Test set,Average loss,RMSprop,0.7396
18,Test set,Accuracy,RMSprop,84.0
19,Train set,Average loss,RMSprop,0.7292
19,Train set,Accuracy,RMSprop,87.0
19,Test set,Average loss,RMSprop,0.5765
19,Test set,Accuracy,RMSprop,78.0
20,Train set,Average loss,RMSprop,0.3788
20,Train set,Accuracy,RMSprop,87.0
20,Test set,Average loss,RMSprop,0.4969
20,Test set,Accuracy,RMSprop,84.0
21,Train set,Average loss,RMSprop,1.0574
21,Train set,Accuracy,RMSprop,87.0
21,Test set,Average loss,RMSprop,1.6955
21,Test set,Accuracy,RMSprop,73.0
22,Train set,Average loss,RMSprop,0.2917
22,Train set,Accuracy,RMSprop,87.0
22,Test set,Average loss,RMSprop,0.6342
22,Test set,Accuracy,RMSprop,85.0
23,Train set,Average loss,RMSprop,0.3723
23,Train set,Accuracy,RMSprop,87.0
23,Test set,Average loss,RMSprop,0.5649
23,Test set,Accuracy,RMSprop,85.0
24,Train set,Average loss,RMSprop,0.2758
24,Train set,Accuracy,RMSprop,87.0
24,Test set,Average loss,RMSprop,0.4164
24,Test set,Accuracy,RMSprop,85.0
25,Train set,Average loss,RMSprop,0.0576
25,Train set,Accuracy,RMSprop,87.0
25,Test set,Average loss,RMSprop,0.3887
25,Test set,Accuracy,RMSprop,86.0
26,Train set,Average loss,RMSprop,0.4322
26,Train set,Accuracy,RMSprop,87.0
26,Test set,Average loss,RMSprop,0.7607
26,Test set,Accuracy,RMSprop,85.0
27,Train set,Average loss,RMSprop,0.3533
27,Train set,Accuracy,RMSprop,87.0
27,Test set,Average loss,RMSprop,0.3963
27,Test set,Accuracy,RMSprop,84.0
28,Train set,Average loss,RMSprop,0.2899
28,Train set,Accuracy,RMSprop,88.0
28,Test set,Average loss,RMSprop,2.7517
28,Test set,Accuracy,RMSprop,83.0
29,Train set,Average loss,RMSprop,0.7992
29,Train set,Accuracy,RMSprop,87.0
29,Test set,Average loss,RMSprop,0.595
29,Test set,Accuracy,RMSprop,85.0
30,Train set,Average loss,RMSprop,0.3344
30,Train set,Accuracy,RMSprop,87.0
30,Test set,Average loss,RMSprop,0.4991
30,Test set,Accuracy,RMSprop,84.0
1,Train set,Average loss,Rprop,0.9556
1,Train set,Accuracy,Rprop,78.0
1,Test set,Average loss,Rprop,9.6768
1,Test set,Accuracy,Rprop,78.0
2,Train set,Average loss,Rprop,1.3971
2,Train set,Accuracy,Rprop,79.0
2,Test set,Average loss,Rprop,7.7347
2,Test set,Accuracy,Rprop,78.0
3,Train set,Average loss,Rprop,47.1465
3,Train set,Accuracy,Rprop,79.0
3,Test set,Average loss,Rprop,10.0789
3,Test set,Accuracy,Rprop,78.0
4,Train set,Average loss,Rprop,52.3083
4,Train set,Accuracy,Rprop,79.0
4,Test set,Average loss,Rprop,8.2552
4,Test set,Accuracy,Rprop,78.0
5,Train set,Average loss,Rprop,0.3053
5,Train set,Accuracy,Rprop,79.0
5,Test set,Average loss,Rprop,33.2529
5,Test set,Accuracy,Rprop,79.0
6,Train set,Average loss,Rprop,8.5771
6,Train set,Accuracy,Rprop,80.0
6,Test set,Average loss,Rprop,8.8002
6,Test set,Accuracy,Rprop,79.0
7,Train set,Average loss,Rprop,0.3106
7,Train set,Accuracy,Rprop,80.0
7,Test set,Average loss,Rprop,5.4045
7,Test set,Accuracy,Rprop,79.0
8,Train set,Average loss,Rprop,1.2772
8,Train set,Accuracy,Rprop,80.0
8,Test set,Average loss,Rprop,20.2431
8,Test set,Accuracy,Rprop,79.0
9,Train set,Average loss,Rprop,78.573
9,Train set,Accuracy,Rprop,80.0
9,Test set,Average loss,Rprop,9.9592
9,Test set,Accuracy,Rprop,79.0
10,Train set,Average loss,Rprop,0.3055
10,Train set,Accuracy,Rprop,80.0
10,Test set,Average loss,Rprop,17.9693
10,Test set,Accuracy,Rprop,79.0
11,Train set,Average loss,Rprop,6.7364
11,Train set,Accuracy,Rprop,80.0
11,Test set,Average loss,Rprop,6.5951
11,Test set,Accuracy,Rprop,79.0
12,Train set,Average loss,Rprop,21.4591
12,Train set,Accuracy,Rprop,80.0
12,Test set,Average loss,Rprop,6.289
12,Test set,Accuracy,Rprop,79.0
13,Train set,Average loss,Rprop,4.3104
13,Train set,Accuracy,Rprop,80.0
13,Test set,Average loss,Rprop,14.0595
13,Test set,Accuracy,Rprop,79.0
14,Train set,Average loss,Rprop,76.3985
14,Train set,Accuracy,Rprop,80.0
14,Test set,Average loss,Rprop,4.8568
14,Test set,Accuracy,Rprop,79.0
15,Train set,Average loss,Rprop,0.751
15,Train set,Accuracy,Rprop,80.0
15,Test set,Average loss,Rprop,9.1659
15,Test set,Accuracy,Rprop,79.0
16,Train set,Average loss,Rprop,0.4201
16,Train set,Accuracy,Rprop,80.0
16,Test set,Average loss,Rprop,3.6574
16,Test set,Accuracy,Rprop,79.0
17,Train set,Average loss,Rprop,0.503
17,Train set,Accuracy,Rprop,81.0
17,Test set,Average loss,Rprop,7.358
17,Test set,Accuracy,Rprop,79.0
18,Train set,Average loss,Rprop,0.8848
18,Train set,Accuracy,Rprop,81.0
18,Test set,Average loss,Rprop,12.8067
18,Test set,Accuracy,Rprop,79.0
19,Train set,Average loss,Rprop,3.2618
19,Train set,Accuracy,Rprop,81.0
19,Test set,Average loss,Rprop,2.19
19,Test set,Accuracy,Rprop,79.0
20,Train set,Average loss,Rprop,2.2311
20,Train set,Accuracy,Rprop,81.0
20,Test set,Average loss,Rprop,14.4844
20,Test set,Accuracy,Rprop,80.0
21,Train set,Average loss,Rprop,88.8033
21,Train set,Accuracy,Rprop,81.0
21,Test set,Average loss,Rprop,3.1048
21,Test set,Accuracy,Rprop,80.0
22,Train set,Average loss,Rprop,1.2115
22,Train set,Accuracy,Rprop,81.0
22,Test set,Average loss,Rprop,8.9973
22,Test set,Accuracy,Rprop,80.0
23,Train set,Average loss,Rprop,6.1154
23,Train set,Accuracy,Rprop,81.0
23,Test set,Average loss,Rprop,2.5618
23,Test set,Accuracy,Rprop,80.0
24,Train set,Average loss,Rprop,34.4989
24,Train set,Accuracy,Rprop,81.0
24,Test set,Average loss,Rprop,7.5537
24,Test set,Accuracy,Rprop,80.0
25,Train set,Average loss,Rprop,0.4538
25,Train set,Accuracy,Rprop,81.0
25,Test set,Average loss,Rprop,1.3995
25,Test set,Accuracy,Rprop,80.0
26,Train set,Average loss,Rprop,1.7966
26,Train set,Accuracy,Rprop,81.0
26,Test set,Average loss,Rprop,4.5986
26,Test set,Accuracy,Rprop,80.0
27,Train set,Average loss,Rprop,14.6225
27,Train set,Accuracy,Rprop,81.0
27,Test set,Average loss,Rprop,6.3482
27,Test set,Accuracy,Rprop,80.0
28,Train set,Average loss,Rprop,2.5373
28,Train set,Accuracy,Rprop,81.0
28,Test set,Average loss,Rprop,23.7301
28,Test set,Accuracy,Rprop,80.0
29,Train set,Average loss,Rprop,44.156
29,Train set,Accuracy,Rprop,81.0
29,Test set,Average loss,Rprop,7.9798
29,Test set,Accuracy,Rprop,80.0
30,Train set,Average loss,Rprop,2.0036
30,Train set,Accuracy,Rprop,81.0
30,Test set,Average loss,Rprop,7.2908
30,Test set,Accuracy,Rprop,80.0
1,Train set,Average loss,SGD,0.4633
1,Train set,Accuracy,SGD,72.0
1,Test set,Average loss,SGD,0.5607
1,Test set,Accuracy,SGD,80.0
2,Train set,Average loss,SGD,0.5494
2,Train set,Accuracy,SGD,82.0
2,Test set,Average loss,SGD,0.475
2,Test set,Accuracy,SGD,82.0
3,Train set,Average loss,SGD,0.5577
3,Train set,Accuracy,SGD,84.0
3,Test set,Average loss,SGD,0.4386
3,Test set,Accuracy,SGD,83.0
4,Train set,Average loss,SGD,0.5852
4,Train set,Accuracy,SGD,85.0
4,Test set,Average loss,SGD,0.4685
4,Test set,Accuracy,SGD,83.0
5,Train set,Average loss,SGD,0.3338
5,Train set,Accuracy,SGD,86.0
5,Test set,Average loss,SGD,0.3919
5,Test set,Accuracy,SGD,84.0
6,Train set,Average loss,SGD,0.3245
6,Train set,Accuracy,SGD,87.0
6,Test set,Average loss,SGD,0.3942
6,Test set,Accuracy,SGD,85.0
7,Train set,Average loss,SGD,0.2027
7,Train set,Accuracy,SGD,87.0
7,Test set,Average loss,SGD,0.3504
7,Test set,Accuracy,SGD,86.0
8,Train set,Average loss,SGD,0.353
8,Train set,Accuracy,SGD,87.0
8,Test set,Average loss,SGD,0.3818
8,Test set,Accuracy,SGD,85.0
9,Train set,Average loss,SGD,0.4429
9,Train set,Accuracy,SGD,88.0
9,Test set,Average loss,SGD,0.3575
9,Test set,Accuracy,SGD,86.0
10,Train set,Average loss,SGD,0.2643
10,Train set,Accuracy,SGD,88.0
10,Test set,Average loss,SGD,0.3676
10,Test set,Accuracy,SGD,87.0
11,Train set,Average loss,SGD,0.3313
11,Train set,Accuracy,SGD,89.0
11,Test set,Average loss,SGD,0.3745
11,Test set,Accuracy,SGD,86.0
12,Train set,Average loss,SGD,0.4588
12,Train set,Accuracy,SGD,89.0
12,Test set,Average loss,SGD,0.4193
12,Test set,Accuracy,SGD,86.0
13,Train set,Average loss,SGD,0.2021
13,Train set,Accuracy,SGD,89.0
13,Test set,Average loss,SGD,0.3622
13,Test set,Accuracy,SGD,86.0
14,Train set,Average loss,SGD,0.6238
14,Train set,Accuracy,SGD,89.0
14,Test set,Average loss,SGD,0.3744
14,Test set,Accuracy,SGD,87.0
15,Train set,Average loss,SGD,0.467
15,Train set,Accuracy,SGD,89.0
15,Test set,Average loss,SGD,0.4247
15,Test set,Accuracy,SGD,87.0
16,Train set,Average loss,SGD,0.3244
16,Train set,Accuracy,SGD,90.0
16,Test set,Average loss,SGD,0.2811
16,Test set,Accuracy,SGD,87.0
17,Train set,Average loss,SGD,0.206
17,Train set,Accuracy,SGD,90.0
17,Test set,Average loss,SGD,0.3268
17,Test set,Accuracy,SGD,87.0
18,Train set,Average loss,SGD,0.465
18,Train set,Accuracy,SGD,90.0
18,Test set,Average loss,SGD,0.3637
18,Test set,Accuracy,SGD,87.0
19,Train set,Average loss,SGD,0.8121
19,Train set,Accuracy,SGD,90.0
19,Test set,Average loss,SGD,0.324
19,Test set,Accuracy,SGD,88.0
20,Train set,Average loss,SGD,0.3015
20,Train set,Accuracy,SGD,91.0
20,Test set,Average loss,SGD,0.2879
20,Test set,Accuracy,SGD,88.0
21,Train set,Average loss,SGD,0.6174
21,Train set,Accuracy,SGD,91.0
21,Test set,Average loss,SGD,0.3783
21,Test set,Accuracy,SGD,88.0
22,Train set,Average loss,SGD,0.1333
22,Train set,Accuracy,SGD,91.0
22,Test set,Average loss,SGD,0.3822
22,Test set,Accuracy,SGD,88.0
23,Train set,Average loss,SGD,0.3399
23,Train set,Accuracy,SGD,91.0
23,Test set,Average loss,SGD,0.3013
23,Test set,Accuracy,SGD,88.0
24,Train set,Average loss,SGD,0.2636
24,Train set,Accuracy,SGD,91.0
24,Test set,Average loss,SGD,0.3545
24,Test set,Accuracy,SGD,87.0
25,Train set,Average loss,SGD,0.0921
25,Train set,Accuracy,SGD,91.0
25,Test set,Average loss,SGD,0.3416
25,Test set,Accuracy,SGD,88.0
26,Train set,Average loss,SGD,0.2462
26,Train set,Accuracy,SGD,92.0
26,Test set,Average loss,SGD,0.3313
26,Test set,Accuracy,SGD,89.0
27,Train set,Average loss,SGD,0.2524
27,Train set,Accuracy,SGD,92.0
27,Test set,Average loss,SGD,0.2574
27,Test set,Accuracy,SGD,88.0
28,Train set,Average loss,SGD,0.2573
28,Train set,Accuracy,SGD,92.0
28,Test set,Average loss,SGD,0.4096
28,Test set,Accuracy,SGD,87.0
29,Train set,Average loss,SGD,0.3149
29,Train set,Accuracy,SGD,92.0
29,Test set,Average loss,SGD,0.3535
29,Test set,Accuracy,SGD,88.0
30,Train set,Average loss,SGD,0.3228
30,Train set,Accuracy,SGD,92.0
30,Test set,Average loss,SGD,0.3099
30,Test set,Accuracy,SGD,88.0
